student_id,attendance_pct,internal_marks_avg,prev_semester_pct,cgpa,backlogs,assignment_submission_rate,lms_login_freq_per_week,library_visits_per_month,extracurricular_participation,family_income_monthly,first_generation_learner,distance_from_college_km,scholarship_status,fee_due,fee_delay_days,gender,category,hostel_or_dayscholar,dropout
STU1428,93.9,80.2,63.6,6.36,3,100.0,6,8,0,23013.0,1,14.0,0,0,0,Male,OBC,Hostel,0
STU1429,51.6,54.0,54.3,5.43,0,79.9,8,2,0,20458.0,0,3.9,0,1,55,Male,EWS,Day Scholar,1
STU1430,60.3,70.2,33.5,3.35,4,82.9,8,2,1,16915.0,0,12.4,0,1,50,Male,General,Day Scholar,1
STU1431,47.4,41.6,26.3,2.63,1,83.8,1,5,0,8562.0,1,37.8,1,1,36,Female,SC,Hostel,0
STU1432,74.0,59.6,65.6,6.56,1,51.0,8,3,0,10575.0,0,15.7,0,1,47,Male,OBC,Hostel,0
STU1433,88.8,56.9,53.0,5.3,0,100.0,4,4,0,32789.0,0,6.5,0,0,0,Female,OBC,Hostel,0
STU1434,100.0,64.1,53.2,5.32,2,66.9,4,6,1,12602.0,1,16.5,0,0,0,Male,OBC,Day Scholar,0
STU1435,79.1,53.3,73.1,7.31,2,91.4,2,3,0,16950.0,0,19.9,0,0,0,Female,SC,Hostel,1
STU1436,100.0,57.6,80.8,8.08,2,100.0,6,8,1,7367.0,0,4.7,0,1,34,Female,General,Day Scholar,1
STU1437,57.3,74.9,57.6,5.76,1,76.6,6,5,0,30186.0,1,14.7,0,1,57,Male,General,Day Scholar,0
STU1438,52.4,52.1,56.6,5.66,3,51.4,3,1,0,8171.0,1,6.8,0,0,0,Female,General,Day Scholar,0
STU1439,77.2,31.1,70.0,7.0,3,25.1,5,4,1,31244.0,0,20.5,0,0,0,Male,General,Day Scholar,0
STU1440,83.8,91.5,40.3,4.03,2,74.2,8,1,0,9532.0,0,4.2,0,0,0,Male,OBC,Day Scholar,0
STU1441,77.5,84.9,65.6,6.56,1,80.0,9,4,1,33147.0,0,33.3,1,0,0,Female,OBC,Hostel,0
STU1442,47.0,36.7,70.8,7.08,1,63.4,3,3,1,18144.0,0,10.3,0,0,0,Male,SC,Day Scholar,0
STU1443,76.7,72.4,72.9,7.29,1,77.7,2,3,0,12897.0,1,5.2,0,1,35,Male,General,Day Scholar,0
STU1444,58.4,50.9,31.0,3.1,1,83.6,7,4,1,47110.0,1,6.5,0,0,0,Male,OBC,Hostel,0
STU1445,88.0,64.7,49.8,4.98,0,94.9,6,4,0,17304.0,1,5.1,0,0,0,Female,General,Hostel,0
STU1446,83.5,65.3,47.9,4.79,3,70.4,6,2,1,14515.0,1,1.9,0,0,0,Male,General,Day Scholar,1
STU1447,63.9,55.8,63.6,6.36,3,74.1,6,4,0,31116.0,1,0.9,1,1,41,Female,OBC,Hostel,1
STU1448,70.3,45.9,69.7,6.97,3,71.4,4,3,0,7418.0,0,4.7,1,0,0,Female,SC,Day Scholar,0
STU1449,62.1,47.6,85.9,8.59,0,75.7,6,3,0,5000.0,0,7.4,0,0,0,Male,OBC,Day Scholar,0
STU1450,77.1,43.5,54.1,5.41,1,64.7,10,6,1,36127.0,0,5.4,0,0,0,Male,General,Day Scholar,0
STU1451,92.3,45.0,54.0,5.4,0,64.6,4,5,0,10919.0,1,0.2,0,0,0,Female,EWS,Day Scholar,0
STU1452,63.2,58.8,80.4,8.04,0,65.9,3,5,0,30296.0,0,10.4,0,1,46,Female,ST,Hostel,0
STU1453,85.6,47.1,66.7,6.67,1,78.1,0,3,0,18540.0,0,1.9,0,1,51,Male,OBC,Hostel,0
STU1454,70.0,72.3,82.3,8.23,1,58.1,8,3,1,8970.0,0,2.8,1,1,46,Male,EWS,Hostel,0
STU1455,66.1,86.8,66.6,6.66,1,66.0,3,5,0,25961.0,1,1.5,0,0,0,Female,General,Day Scholar,0
STU1456,76.4,49.6,43.5,4.35,0,100.0,4,1,0,14100.0,1,8.8,0,0,0,Female,OBC,Day Scholar,0
STU1457,62.5,64.3,40.7,4.07,2,92.9,5,3,0,9448.0,0,1.2,0,0,0,Female,EWS,Day Scholar,0
STU1458,69.7,69.0,37.2,3.72,1,55.9,3,3,0,9597.0,1,3.6,0,0,0,Male,OBC,Hostel,0
STU1459,60.0,68.5,72.6,7.26,3,92.3,2,7,0,6376.0,0,7.2,0,1,29,Female,OBC,Day Scholar,0
STU1460,100.0,61.4,81.0,8.1,1,87.5,8,3,0,22967.0,1,2.2,1,0,0,Male,General,Hostel,0
STU1461,78.5,73.4,91.6,9.16,2,72.9,4,6,0,10288.0,0,7.1,0,0,0,Female,General,Hostel,0
STU1462,67.5,68.7,75.5,7.55,1,60.8,3,3,0,17662.0,0,5.0,0,0,0,Female,General,Hostel,0
STU1463,81.2,37.7,80.6,8.06,1,58.6,8,6,0,16171.0,0,23.6,1,1,42,Male,OBC,Day Scholar,0
STU1464,76.3,75.6,52.7,5.27,1,79.5,5,7,0,10250.0,0,19.0,1,1,33,Male,General,Day Scholar,0
STU1465,74.7,76.0,43.5,4.35,2,58.1,6,5,1,7232.0,1,59.3,1,0,0,Female,General,Day Scholar,0
STU1466,87.2,46.3,75.6,7.56,1,96.9,7,3,0,82473.0,1,9.0,0,0,0,Female,OBC,Day Scholar,0
STU1467,89.4,60.7,68.7,6.87,1,100.0,10,1,0,17516.0,0,10.3,1,0,0,Female,OBC,Day Scholar,0
STU1468,70.0,72.3,63.7,6.37,2,74.1,7,3,0,53854.0,0,35.2,1,0,0,Female,SC,Day Scholar,0
STU1469,69.4,56.2,68.2,6.82,2,97.8,3,1,0,36278.0,1,6.1,1,1,48,Male,SC,Day Scholar,0
STU1470,73.9,79.3,67.2,6.72,0,66.8,3,5,1,14873.0,0,9.7,1,0,0,Female,OBC,Day Scholar,0
STU1471,43.5,100.0,82.5,8.25,2,60.7,7,1,0,20102.0,0,5.7,1,1,44,Female,General,Day Scholar,1
STU1472,55.3,45.9,82.7,8.27,0,97.0,3,9,0,19755.0,0,9.5,0,1,51,Male,OBC,Day Scholar,1
STU1473,98.5,35.1,70.7,7.07,0,100.0,3,8,1,54531.0,1,1.0,0,1,49,Female,General,Hostel,1
STU1474,100.0,65.5,75.5,7.55,1,100.0,3,5,1,29670.0,1,18.4,0,0,0,Female,OBC,Day Scholar,0
STU1475,74.3,73.0,70.2,7.02,2,81.7,8,3,1,11110.0,1,50.6,0,1,51,Female,OBC,Day Scholar,1
STU1476,86.6,55.8,54.6,5.46,1,92.2,2,6,1,22269.0,0,0.8,0,0,0,Male,OBC,Day Scholar,0
STU1477,82.7,86.2,74.1,7.41,1,81.2,5,3,0,29219.0,1,19.4,0,0,0,Male,General,Day Scholar,0
STU1478,100.0,35.9,39.7,3.97,2,100.0,4,4,1,8909.0,1,3.3,0,0,0,Female,General,Day Scholar,1
STU1479,94.8,72.5,78.9,7.89,0,83.7,2,2,1,24258.0,0,2.6,0,0,0,Male,OBC,Day Scholar,0
STU1480,76.1,49.1,42.9,4.29,1,91.1,3,2,0,40429.0,1,14.2,0,1,67,Male,General,Day Scholar,0
STU1481,63.7,90.9,66.6,6.66,2,52.3,2,3,1,10781.0,1,0.5,0,0,0,Female,EWS,Hostel,1
STU1482,53.9,95.9,48.5,4.85,3,70.4,6,4,0,11712.0,1,7.5,1,0,0,Male,EWS,Day Scholar,0
STU1483,81.1,46.2,70.9,7.09,0,91.3,3,5,1,36181.0,1,0.0,1,0,0,Male,OBC,Day Scholar,0
STU1484,66.7,50.1,61.5,6.15,0,89.5,6,6,0,14581.0,1,9.7,0,1,47,Male,ST,Hostel,0
STU1485,56.7,75.5,36.5,3.65,1,93.0,5,3,0,10005.0,1,7.4,0,1,37,Female,SC,Day Scholar,0
STU1486,68.3,53.0,68.7,6.87,1,77.4,4,1,0,30619.0,1,29.6,0,0,0,Male,General,Hostel,0
STU1487,61.8,59.2,52.8,5.28,1,62.0,6,5,0,25492.0,0,15.3,0,0,0,Female,OBC,Day Scholar,0
STU1488,100.0,60.5,76.1,7.61,0,73.8,6,1,0,19085.0,0,1.6,1,0,0,Female,General,Hostel,1
STU1489,91.2,25.4,62.0,6.2,1,75.9,6,3,0,35410.0,1,5.3,0,0,0,Male,OBC,Day Scholar,0
STU1490,77.9,59.8,68.3,6.83,1,79.8,7,2,1,36952.0,1,32.2,0,1,49,Male,General,Day Scholar,0
STU1491,100.0,47.6,46.7,4.67,1,55.6,10,4,1,17159.0,0,15.5,1,1,34,Male,SC,Hostel,0
STU1492,79.2,51.1,52.6,5.26,0,69.7,12,2,0,58959.0,1,10.8,1,1,55,Female,OBC,Day Scholar,1
STU1493,65.1,86.0,54.7,5.47,0,73.2,5,5,1,46632.0,0,9.8,0,0,0,Female,General,Day Scholar,0
STU1494,100.0,37.4,75.7,7.57,2,30.2,7,3,0,5483.0,1,6.1,0,1,40,Female,ST,Day Scholar,0
STU1495,86.1,74.6,88.8,8.88,0,91.7,10,5,1,9720.0,1,10.6,0,0,0,Male,ST,Day Scholar,0
STU1496,62.4,55.0,49.1,4.91,1,78.3,2,2,0,5000.0,1,17.7,0,0,0,Male,ST,Day Scholar,1
STU1497,75.1,55.0,79.2,7.92,2,80.3,4,2,1,14841.0,1,1.6,1,1,49,Male,SC,Day Scholar,0
STU1498,64.9,74.2,27.3,2.73,0,64.7,6,3,1,8719.0,1,42.0,1,0,0,Female,OBC,Hostel,0
STU1499,57.3,66.1,42.9,4.29,2,86.7,4,3,0,11064.0,1,3.3,0,0,0,Female,General,Hostel,0
STU1500,91.9,70.3,46.7,4.67,1,58.4,5,1,0,34695.0,1,7.1,1,0,0,Female,General,Day Scholar,0
STU1501,100.0,77.4,40.4,4.04,0,61.5,3,1,1,6292.0,0,0.3,0,0,0,Female,General,Hostel,0
STU1502,57.0,54.0,36.7,3.67,1,87.6,3,6,1,19494.0,0,9.6,0,0,0,Male,General,Day Scholar,1
STU1503,86.4,49.0,68.6,6.86,2,82.1,3,3,0,19423.0,1,5.8,0,0,0,Female,General,Day Scholar,0
STU1504,68.2,40.5,58.6,5.86,0,49.4,6,5,0,17164.0,1,3.4,1,1,40,Female,OBC,Day Scholar,1
STU1505,70.7,45.1,68.1,6.81,1,100.0,5,0,1,19506.0,0,50.8,1,0,0,Male,General,Hostel,0
STU1506,69.1,100.0,73.0,7.3,1,59.8,9,5,1,5000.0,0,6.7,0,0,0,Female,General,Hostel,1
STU1507,65.0,82.4,66.2,6.62,1,72.3,1,4,0,11095.0,0,6.4,0,0,0,Female,SC,Hostel,0
STU1508,78.7,35.7,72.5,7.25,0,100.0,5,2,1,45515.0,0,7.5,0,0,0,Male,General,Day Scholar,0
STU1509,65.5,36.2,60.9,6.09,0,33.8,6,3,0,8794.0,1,1.5,1,0,0,Male,General,Day Scholar,0
STU1510,82.1,68.7,43.0,4.3,0,40.9,5,4,1,49019.0,0,6.0,0,0,0,Male,OBC,Day Scholar,0
STU1511,77.2,69.9,78.9,7.89,1,83.8,8,6,1,7754.0,0,4.9,0,0,0,Female,General,Day Scholar,0
STU1512,74.4,69.9,52.6,5.26,0,25.4,4,1,0,7214.0,1,7.5,1,0,0,Female,EWS,Hostel,1
STU1513,64.4,55.4,47.0,4.7,0,34.1,6,2,0,10188.0,0,23.3,0,1,44,Male,OBC,Hostel,0
STU1514,69.3,57.7,59.2,5.92,3,98.5,5,5,0,35506.0,1,2.6,0,0,0,Female,OBC,Day Scholar,1
STU1515,89.3,65.9,47.4,4.74,1,66.8,7,5,0,12995.0,0,11.2,1,1,55,Male,General,Hostel,0
STU1516,85.5,61.5,55.3,5.53,2,100.0,4,4,1,22187.0,1,0.5,0,0,0,Male,General,Hostel,0
STU1517,63.3,20.1,67.5,6.75,0,54.3,7,4,1,18848.0,0,4.6,0,0,0,Male,OBC,Day Scholar,0
STU1518,79.5,55.9,67.6,6.76,0,68.6,4,2,0,17454.0,0,7.7,0,1,38,Male,EWS,Day Scholar,0
STU1519,89.3,44.7,47.6,4.76,2,85.8,5,1,1,38734.0,0,0.9,0,0,0,Male,OBC,Hostel,0
STU1520,53.0,63.2,54.2,5.42,0,84.4,5,4,0,28650.0,1,9.4,0,0,0,Female,OBC,Day Scholar,0
STU1521,86.2,100.0,79.2,7.92,2,69.9,5,5,1,9084.0,1,4.5,0,0,0,Female,General,Day Scholar,0
STU1522,68.1,66.6,69.9,6.99,1,62.0,6,3,1,15285.0,0,59.2,0,1,48,Male,OBC,Hostel,1
STU1523,86.6,54.4,95.2,9.52,3,79.6,5,3,1,51332.0,1,12.0,0,0,0,Male,General,Day Scholar,0
STU1524,66.6,76.6,80.9,8.09,2,100.0,3,1,0,21845.0,0,3.4,0,0,0,Male,General,Hostel,0
STU1525,50.9,68.7,80.3,8.03,1,90.3,3,4,0,7298.0,1,1.3,0,0,0,Male,OBC,Day Scholar,0
STU1526,53.6,67.6,39.8,3.98,2,62.4,5,2,0,7614.0,0,0.5,0,0,0,Male,General,Day Scholar,1
STU1527,78.7,70.9,74.2,7.42,1,55.2,4,3,0,30764.0,0,1.1,0,1,39,Female,SC,Day Scholar,1
STU1528,81.9,97.0,61.2,6.12,1,61.1,5,9,0,27487.0,0,13.7,0,0,0,Male,EWS,Hostel,0
STU1529,64.4,39.6,53.2,5.32,0,49.5,2,4,1,10375.0,1,23.2,0,0,0,Male,General,Hostel,0
STU1530,87.6,68.5,64.7,6.47,1,77.9,8,3,0,28242.0,0,2.0,0,0,0,Male,General,Day Scholar,0
STU1531,53.1,43.3,77.1,7.71,1,91.3,4,2,0,47081.0,0,6.2,0,0,0,Female,General,Day Scholar,1
STU1532,77.0,70.0,70.0,7.0,2,73.6,1,7,0,43248.0,0,5.2,1,0,0,Male,General,Day Scholar,0
STU1533,59.8,43.5,47.9,4.79,0,100.0,3,1,0,47220.0,1,12.4,0,1,46,Male,OBC,Day Scholar,0
STU1534,68.2,52.5,73.9,7.39,2,100.0,6,3,1,25167.0,1,2.4,0,0,0,Male,General,Hostel,1
STU1535,78.7,54.7,51.8,5.18,1,81.2,7,3,0,16210.0,1,36.8,0,1,40,Male,OBC,Day Scholar,0
STU1536,65.1,77.6,65.5,6.55,1,89.0,5,5,0,14165.0,1,15.6,0,0,0,Female,OBC,Day Scholar,1
STU1537,72.2,76.5,57.1,5.71,0,57.0,3,3,0,17847.0,1,37.2,0,1,39,Male,General,Hostel,0
STU1538,93.1,37.6,58.5,5.85,0,67.8,5,1,0,10661.0,0,3.9,0,0,0,Female,OBC,Hostel,0
STU1539,69.3,61.0,74.3,7.43,0,100.0,4,6,0,14537.0,1,10.6,1,1,32,Male,ST,Day Scholar,0
STU1540,90.5,47.2,45.4,4.54,0,63.4,4,4,1,38757.0,0,15.8,0,0,0,Male,General,Hostel,1
STU1541,61.1,37.3,93.1,9.31,1,100.0,2,5,1,6868.0,1,14.9,0,0,0,Female,OBC,Day Scholar,0
STU1542,85.9,56.1,32.9,3.29,0,97.3,3,0,0,7155.0,1,0.3,0,1,54,Female,OBC,Hostel,0
STU1543,99.6,54.4,52.4,5.24,0,90.0,4,3,0,29683.0,1,76.4,0,1,53,Male,SC,Hostel,0
STU1544,40.9,100.0,67.9,6.79,2,51.5,6,5,1,14616.0,1,31.6,1,0,0,Male,General,Day Scholar,0
STU1545,66.0,67.8,71.3,7.13,1,68.8,8,3,0,5679.0,0,1.5,0,0,0,Male,SC,Day Scholar,0
STU1546,86.7,35.2,60.4,6.04,1,87.9,5,1,0,17382.0,1,9.4,0,0,0,Female,OBC,Day Scholar,1
STU1547,75.0,49.8,61.1,6.11,3,55.3,2,3,0,15955.0,1,4.5,0,1,55,Female,OBC,Day Scholar,1
STU1548,83.6,78.4,68.6,6.86,2,71.2,3,2,1,13924.0,0,25.3,1,0,0,Male,SC,Hostel,1
STU1549,68.9,97.6,58.3,5.83,1,90.0,6,6,1,27212.0,0,14.3,0,0,0,Male,EWS,Hostel,0
STU1550,79.3,31.5,84.3,8.43,0,63.6,6,4,0,8104.0,1,3.0,0,1,51,Male,SC,Day Scholar,1
STU1551,75.7,26.2,75.4,7.54,0,58.1,9,4,0,18175.0,0,0.4,0,0,0,Female,EWS,Hostel,0
STU1552,95.5,93.7,76.0,7.6,1,39.0,5,5,1,15890.0,0,4.1,0,0,0,Male,General,Day Scholar,0
STU1553,81.8,67.0,46.5,4.65,1,67.3,3,3,1,18448.0,0,0.5,0,0,0,Male,General,Hostel,0
STU1554,83.1,44.4,60.7,6.07,1,90.5,6,5,1,6379.0,1,1.8,0,0,0,Female,OBC,Hostel,0
STU1555,71.8,69.6,57.2,5.72,1,57.5,4,5,1,13179.0,1,12.1,1,0,0,Male,General,Hostel,0
STU1556,70.7,12.6,45.9,4.59,0,75.4,5,8,1,18249.0,0,16.4,0,0,0,Male,OBC,Day Scholar,0
STU1557,71.5,60.1,67.8,6.78,1,70.5,4,8,0,24952.0,0,7.6,0,0,0,Male,General,Day Scholar,1
STU1558,83.9,65.9,53.4,5.34,2,61.7,7,5,0,54603.0,0,11.0,1,0,0,Male,OBC,Hostel,1
STU1559,71.7,76.6,72.5,7.25,2,91.8,9,5,0,29248.0,0,2.0,1,0,0,Female,OBC,Day Scholar,0
STU1560,82.3,41.7,44.9,4.49,2,100.0,6,4,0,23782.0,1,4.6,0,0,0,Female,OBC,Hostel,0
STU1561,100.0,61.5,89.5,8.95,0,95.1,5,3,0,38673.0,0,15.0,0,0,0,Male,General,Day Scholar,0
STU1562,91.1,43.3,47.7,4.77,2,61.1,2,6,1,15029.0,0,5.4,1,0,0,Male,ST,Hostel,0
STU1563,73.1,64.6,65.5,6.55,0,100.0,7,3,0,45815.0,1,5.1,0,0,0,Male,SC,Day Scholar,0
STU1564,96.0,43.9,74.7,7.47,1,95.0,2,5,1,35297.0,0,2.6,0,0,0,Male,OBC,Day Scholar,0
STU1565,71.9,52.7,52.9,5.29,2,65.9,5,1,0,13801.0,1,10.8,0,0,0,Male,OBC,Hostel,1
STU1566,47.4,42.1,75.6,7.56,3,59.5,5,8,1,57204.0,1,19.9,0,0,0,Male,OBC,Day Scholar,0
STU1567,62.9,71.7,42.3,4.23,2,97.4,4,4,0,23580.0,0,7.6,1,1,49,Male,General,Day Scholar,0
STU1568,49.9,75.5,85.2,8.52,0,78.5,2,3,1,67224.0,0,1.5,0,0,0,Female,General,Day Scholar,0
STU1569,72.7,55.8,62.2,6.22,0,58.0,11,4,0,21632.0,0,21.9,0,0,0,Male,SC,Day Scholar,0
STU1570,78.3,60.7,52.5,5.25,2,72.0,5,4,0,12872.0,0,0.9,0,0,0,Female,General,Day Scholar,0
STU1571,100.0,33.9,57.2,5.72,2,66.9,8,3,0,11378.0,0,7.7,0,0,0,Male,OBC,Day Scholar,0
STU1572,82.9,54.6,74.9,7.49,1,58.5,10,4,0,14568.0,1,3.6,1,0,0,Female,General,Day Scholar,0
STU1573,74.7,59.1,52.6,5.26,1,95.3,10,7,0,12800.0,1,33.0,0,0,0,Female,SC,Day Scholar,1
STU1574,90.4,100.0,50.0,5.0,1,90.6,5,3,0,38671.0,0,16.1,0,0,0,Female,General,Day Scholar,0
STU1575,44.8,40.0,58.5,5.85,0,91.8,2,3,0,17723.0,1,10.0,0,1,46,Male,OBC,Day Scholar,0
STU1576,81.5,86.4,43.2,4.32,1,91.5,7,5,1,6847.0,0,13.2,0,1,47,Male,SC,Day Scholar,0
STU1577,89.6,77.9,91.1,9.11,1,56.7,7,8,1,20492.0,1,9.1,0,0,0,Female,OBC,Hostel,0
STU1578,55.8,65.1,52.9,5.29,1,62.9,10,4,1,19444.0,0,1.9,1,0,0,Male,OBC,Day Scholar,1
STU1579,95.2,91.7,75.3,7.53,1,100.0,3,3,0,13614.0,0,14.8,0,1,44,Male,OBC,Hostel,0
STU1580,83.1,66.7,65.4,6.54,3,77.2,7,5,0,21175.0,1,8.1,0,0,0,Female,OBC,Hostel,0
STU1581,71.8,67.0,46.2,4.62,1,45.6,6,2,1,17563.0,0,12.1,0,0,0,Female,General,Day Scholar,0
STU1582,87.5,59.0,61.9,6.19,1,79.3,2,4,0,26377.0,1,0.6,0,0,0,Female,General,Hostel,0
STU1583,100.0,82.0,74.5,7.45,2,88.1,2,6,0,25463.0,0,1.8,0,0,0,Male,SC,Day Scholar,0
STU1584,80.7,79.7,59.0,5.9,1,85.5,3,6,1,22448.0,0,10.7,0,0,0,Male,EWS,Day Scholar,0
STU1585,81.7,48.7,81.1,8.11,3,56.2,4,4,0,8272.0,1,7.4,0,0,0,Male,OBC,Hostel,0
STU1586,71.1,36.3,78.3,7.83,0,100.0,2,2,0,64306.0,1,3.1,1,0,0,Female,SC,Hostel,0
STU1587,65.3,56.3,76.7,7.67,2,45.0,9,4,1,7090.0,0,3.3,1,1,44,Male,OBC,Day Scholar,0
STU1588,90.5,45.6,54.6,5.46,2,77.2,7,7,1,16693.0,0,12.0,0,0,0,Male,EWS,Day Scholar,0
STU1589,65.2,58.9,44.7,4.47,0,100.0,8,6,1,9352.0,1,0.7,0,0,0,Female,SC,Day Scholar,1
STU1590,79.1,82.3,52.2,5.22,0,86.8,3,6,0,22875.0,1,6.8,0,0,0,Male,OBC,Day Scholar,0
STU1591,70.8,51.8,65.1,6.51,2,91.7,7,6,1,19595.0,1,8.9,1,0,0,Female,General,Hostel,0
STU1592,85.2,59.2,70.7,7.07,3,53.9,3,3,1,16297.0,1,4.4,1,0,0,Male,General,Hostel,1
STU1593,83.0,61.0,27.3,2.73,1,81.9,10,2,1,44831.0,1,20.6,0,0,0,Male,General,Day Scholar,0
STU1594,93.6,75.3,61.9,6.19,2,74.3,4,3,1,35070.0,0,0.7,1,0,0,Male,ST,Day Scholar,0
STU1595,70.3,19.6,64.5,6.45,1,52.4,7,3,0,14820.0,1,24.1,0,0,0,Female,OBC,Hostel,0
STU1596,74.0,49.1,57.6,5.76,1,92.3,2,4,0,29216.0,1,15.4,0,1,41,Male,OBC,Hostel,0
STU1597,63.3,63.8,82.7,8.27,1,58.6,2,9,1,46111.0,1,7.1,0,0,0,Female,EWS,Hostel,0
STU1598,71.3,81.6,68.7,6.87,0,61.0,5,4,1,34920.0,0,31.0,1,0,0,Male,SC,Day Scholar,0
STU1599,83.7,51.1,83.0,8.3,1,83.7,10,6,0,16618.0,1,14.5,0,1,40,Male,SC,Day Scholar,0
STU1600,89.4,26.2,58.5,5.85,0,72.1,6,3,1,6945.0,1,32.1,1,0,0,Female,General,Hostel,0
STU1601,64.2,71.2,77.0,7.7,1,78.4,4,7,0,21912.0,1,7.7,0,1,51,Male,General,Hostel,1
STU1602,91.0,48.6,88.2,8.82,0,70.9,1,2,0,26935.0,0,7.2,0,1,43,Male,General,Hostel,0
STU1603,98.3,38.6,83.0,8.3,1,100.0,8,5,0,11364.0,0,9.1,0,0,0,Male,SC,Day Scholar,0
STU1604,84.2,48.8,44.5,4.45,3,56.5,5,4,0,18279.0,1,0.8,0,0,0,Female,OBC,Day Scholar,0
STU1605,100.0,56.7,57.9,5.79,0,65.7,3,6,0,17159.0,1,28.7,0,1,36,Female,General,Day Scholar,0
STU1606,66.4,49.1,56.5,5.65,0,84.6,4,8,1,41466.0,1,13.2,1,0,0,Female,SC,Hostel,1
STU1607,59.3,20.3,69.8,6.98,3,55.2,3,1,0,54846.0,1,11.5,0,0,0,Male,General,Hostel,0
STU1608,51.3,76.1,73.0,7.3,0,54.4,3,4,0,36502.0,0,31.3,0,0,0,Male,OBC,Day Scholar,0
STU1609,100.0,82.9,48.6,4.86,1,77.8,4,3,1,17131.0,0,60.7,0,0,0,Male,SC,Day Scholar,0
STU1610,87.8,71.7,63.1,6.31,0,92.3,4,5,0,35905.0,0,2.1,1,0,0,Female,OBC,Hostel,0
STU1611,77.2,39.5,29.7,2.97,3,95.0,5,4,1,26616.0,1,16.6,0,0,0,Male,EWS,Day Scholar,0
STU1612,82.2,56.4,85.1,8.51,2,76.8,3,1,1,17241.0,0,10.4,1,0,0,Male,OBC,Hostel,0
STU1613,61.1,59.9,53.8,5.38,2,61.6,6,4,0,63287.0,1,7.4,1,1,44,Female,General,Day Scholar,1
STU1614,100.0,70.8,62.9,6.29,4,80.5,4,4,1,11582.0,1,45.6,0,1,43,Female,General,Day Scholar,0
STU1615,79.9,72.0,57.0,5.7,0,86.3,6,2,1,25909.0,1,22.8,0,0,0,Male,OBC,Day Scholar,1
STU1616,79.6,46.8,80.3,8.03,1,80.2,6,6,1,29844.0,1,14.3,0,0,0,Female,ST,Day Scholar,0
STU1617,88.9,61.5,16.6,1.66,2,99.7,5,2,0,15176.0,1,5.8,0,0,0,Male,EWS,Day Scholar,0
STU1618,85.2,68.2,61.7,6.17,1,54.7,7,2,0,25222.0,1,13.2,0,0,0,Male,EWS,Hostel,1
STU1619,81.4,86.2,60.3,6.03,2,61.1,5,2,0,31802.0,0,9.1,0,0,0,Female,OBC,Hostel,0
STU1620,66.1,72.7,54.7,5.47,2,96.9,6,1,1,20885.0,0,3.4,1,0,0,Male,OBC,Day Scholar,0
STU1621,85.1,74.2,89.6,8.96,0,45.5,4,2,1,23945.0,0,7.2,1,0,0,Female,OBC,Hostel,0
STU1622,100.0,61.5,47.8,4.78,2,64.2,8,2,1,19211.0,0,2.9,0,0,0,Male,OBC,Day Scholar,0
STU1623,98.2,85.4,74.3,7.43,0,60.4,11,4,0,29101.0,1,8.3,0,0,0,Female,General,Day Scholar,0
STU1624,100.0,67.4,67.7,6.77,2,43.7,6,2,0,15719.0,0,15.3,0,1,48,Male,General,Day Scholar,0
STU1625,70.3,44.5,82.2,8.22,0,71.3,3,4,0,14957.0,1,0.4,1,0,0,Female,OBC,Day Scholar,0
STU1626,63.2,85.3,51.3,5.13,2,89.9,4,4,0,18258.0,0,17.4,0,0,0,Female,General,Hostel,0
STU1627,76.1,72.6,50.3,5.03,1,78.1,8,5,1,36688.0,1,0.2,0,1,46,Male,ST,Day Scholar,0
STU1628,78.8,52.0,79.5,7.95,2,91.0,6,5,0,6321.0,0,8.7,0,1,46,Male,SC,Day Scholar,1
STU1629,94.4,51.4,68.8,6.88,3,98.8,5,4,0,10450.0,0,10.2,0,0,0,Male,OBC,Day Scholar,0
STU1630,52.6,65.3,37.3,3.73,1,67.3,6,6,1,70648.0,0,17.2,0,0,0,Female,General,Hostel,0
STU1631,100.0,68.3,53.4,5.34,1,100.0,4,4,0,21271.0,1,17.2,0,0,0,Male,OBC,Day Scholar,0
STU1632,75.6,63.6,68.2,6.82,1,68.1,5,2,1,14126.0,0,6.5,0,0,0,Male,OBC,Day Scholar,0
STU1633,71.6,65.6,75.4,7.54,1,70.7,14,5,0,29054.0,1,0.8,0,0,0,Female,OBC,Day Scholar,0
STU1634,62.8,90.6,51.1,5.11,3,60.8,4,6,1,11260.0,1,14.2,1,0,0,Female,OBC,Hostel,0
STU1635,53.2,79.3,15.4,1.54,1,85.9,6,4,0,5107.0,0,8.6,0,0,0,Male,ST,Hostel,1
STU1636,90.3,63.4,70.4,7.04,0,69.2,2,4,0,22312.0,0,4.9,0,0,0,Female,SC,Day Scholar,0
STU1637,79.1,76.9,42.5,4.25,2,73.4,5,6,1,11632.0,1,3.2,1,0,0,Male,OBC,Day Scholar,0
STU1638,58.7,41.4,29.7,2.97,2,70.9,5,4,1,19165.0,0,1.5,1,0,0,Female,General,Day Scholar,0
STU1639,58.6,67.2,16.7,1.67,0,70.4,4,3,0,21975.0,1,4.2,0,0,0,Male,OBC,Day Scholar,1
STU1640,73.0,92.6,75.0,7.5,1,78.2,3,5,1,19639.0,0,7.4,0,0,0,Male,EWS,Day Scholar,0
STU1641,100.0,56.1,64.1,6.41,0,66.0,6,3,1,6468.0,1,7.8,1,0,0,Female,SC,Hostel,0
STU1642,74.1,44.7,58.4,5.84,1,66.9,5,1,0,18320.0,1,10.5,0,0,0,Male,General,Hostel,0
